OBJECTID,LOCATION,LAT,LON,LOCATION_T
1,HAWTHRONE ST 1 P/W/BROOKLYN AV,40.65831,-73.94406,Outdoor
2,HAWTHRONE ST 1 P/N/O/BROOKLYN AV,40.658,-73.94723,Outdoor
3,HAWTHRONE ST 1 P/N/O/BROOKLYN AV,40.658,-73.94723,Outdoor
4,HAWTHRONE ST 1 P/S/O BROOKLYN AV,40.65743,-73.94716,Outdoor
5,HAWTHRONE ST 1 P/S/O/BROOKLYN AV,40.65743,-73.94716,Outdoor
6,MIDDLETOWN RD 1/P/W/O DWIGHT PL,40.846314,-73.824472,Outdoor
7,MIDDLETOWN RD 1/P/W/O KENNELLWORTH PL,40.847596,-73.82223,Outdoor
8,C/O MIDDLETOWN RD  /OHM AV,40.848159,-73.821071,Outdoor
9,MIDDLETOWN RD   1/P/W/O STADIUM AV,40.848322,-73.82075,Outdoor
10,IN PARK POLE 4/P/N/O  STADIUM AV,40.849233,-73.82105,Outdoor
11,IN PARK POLE 4/P/N/O  STADIUM AV,40.849196,-73.821055,Outdoor
12,IN PARK POLE 6/P/N/O  STADIUM AV,40.850208,-73.821752,Outdoor
13,IN PARK POLE 6/P/N/O  STADIUM AV,40.850232,-73.821777,Outdoor
14,right side of bandshell,40.864437,-73.894553,Outdoor
15,left side of bandshell,40.864458,-73.895115,Outdoor
16,Playground area,40.864781,-73.894626,Outdoor
17,North area facing Poe cottage,40.865167,-73.894227,Outdoor
18,SNACK BAR  NORTH WEST CORNER,40.650721,-73.968489,Outdoor
19,SNACK BAR  SOUTH WEST CORNER,40.65068,-73.96846,Outdoor
20,SNACK BAR  NORTH EASTCORNER,40.650738,-73.968429,Outdoor
21,SNACK BAR  SOUTH EASTCORNER,40.6507,-73.965843,Outdoor
22,BEHIND BOAT HOUSE  BTWN M-118 & M-119,40.660469,-73.965168,Outdoor
23,BEHIND BOAT HOUSE  BTWN M-205 & M-206,40.660842,-73.965121,Outdoor
24,"NORTH BOAT HOUSE, ON THE LAWN ACROSS FROM M-200",40.661197,-73.965252,Outdoor
25,Skate Rental Area,40.657452,-73.963991,Outdoor
26,Skate Rental Area,40.657452,-73.963991,Outdoor
27,Skate Rental Area,40.657452,-73.963991,Outdoor
28,SKATEING RINK PARTY ROOM,40.657001,-73.963697,Indoor
29,SKATEING RINK PARTY ROOM,40.657001,-73.963697,Indoor
30,SKATEING RINK PARTY ROOM,40.657001,-73.963697,Indoor
31,SKATING  RINK CAFÉ,40.657001,-73.963697,Indoor
32,BIRCHAll AV INDOOR LOBBY,40.84459,-73.8598,Indoor
33,BIRCHAll AV 6/P/E/O SAGAMORE ST,40.84459,-73.8598,Outdoor
34,ON ROOF OF PARKS BLDG RIGHT SIDE,40.685043,-73.918933,Outdoor
35,ON ROOF OF PARKS BLDG LEFT SIDE,40.685032,-73.91907,Outdoor
36,SETON AV 5/P/S/O E 233RD ST,40.887637,-73.835951,Outdoor
37,C/O  E 233RD ST  & WILDER AV,40.888783,-73.840133,Outdoor
38,C/O EDEN TERR/CRAWFORD AV,40.885284,-73.838521,Outdoor
39,PRATT AV 2/P/S/O SETON AV,40.886622,-73.83497,Outdoor
40,ON MAST ON ROOF,40.86473,-73.899037,Outdoor
41,W WING CORRIDOR DROP CEILING,40.86473,-73.899037,Indoor
42,ROOF MOUNTED  BACK LEFT SIDE,40.674013,-73.934698,Outdoor
43,ROOF MOUNTED  BACK RIGHT SIDE,40.67404,-73.935053,Outdoor
44,ROOF MOUNTED   RIGHT SIDE,40.673801,-73.935166,Outdoor
45,ROOF MOUNTED   LEFT  SIDE FRONT,40.67343,-73.93463,Outdoor
46,ROOF MOUNTED   LEFT  SIDE,40.673866,-73.934717,Outdoor
47,GYM WALL,40.673805,-73.934785,Indoor
48,ACTIVITY ROOM,40.673781,-73.935109,Indoor
49,MUSIC ROOM,40.673755,-73.935014,Indoor
50,POOL AREA SIDE WALL,40.673727,-73.934867,Indoor
51,LOBBY,40.673695,-73.934935,Indoor
52,Lobby  Drop ceiling,40.811544,-73.914138,Indoor
53,South East area,40.719789,-73.981466,Outdoor
54,CRC Center,40.720005,-73.981438,Indoor
55,3rd Floor Computer Resource Center,40.812681,-73.939357,Indoor
56,3rd Floor Basketball Court,40.812681,-73.939357,Indoor
57,5th Floor Roof Top,40.812681,-73.939357,Outdoor
58,4th Floor Fitness,40.812681,-73.939357,Indoor
59,2nd Floor Dance Rm,40.812681,-73.939357,Indoor
60,2nd Floor Game Rm,40.812681,-73.939357,Indoor
61,Lobby,40.812681,-73.939357,Indoor
62,Park Area,40.733142,-73.870981,Outdoor TWC Aerial
63,Park Area,40.733186,-73.871128,Outdoor TWC Aerial
64,Outdoor - Café and Pier,40.742094,-73.961265,Outdoor
65,Outdoor - Café and Park,40.741994,-73.961256,Outdoor
66,64 St Edwards St,40.695009,-73.979547,Outdoor
67,78 Monument Walk,40.694623,-73.979909,Outdoor
68,80 Monument Walk,40.694137,-73.979813,Outdoor
69,82 St Edwards St,40.69454,-73.979416,Outdoor
70,120 N Portland Ave,40.694626,-73.97518,Outdoor
71,102 Cumberland Walk,40.694892,-73.975416,Outdoor
72,102 Cumberland Walk,40.694868,-73.975024,Outdoor
73,138 Cumberland Walk,40.694394,-73.975054,Outdoor
74,120 N Portland Ave,40.694557,-73.975336,Outdoor
75,132 Carlton Ave,40.693392,-73.973923,Outdoor
76,138 Cumberland Walk,40.694382,-73.974614,Outdoor
77,277 Myrtle Ave,40.693724,-73.977351,Outdoor
78,152 N Elliott Walk,40.69374,-73.977796,Outdoor
79,160 N Elliott Walk,40.69368,-73.977246,Outdoor
80,293 Myrtle Ave,40.693509,-73.976981,Outdoor
81,297 Myrtle Ave,40.693493,-73.976635,Outdoor
82,331 Myrtle Ave,40.693442,-73.973193,Outdoor
129,NW Field by Rec Center,40.846889,-73.941333,Outdoor
130,SW Field by Rec Center,40.846472,-73.941722,Outdoor
131,East Entrance and Playgrround,40.8462,-73.941347,Outdoor
132,BB Court and East Entrance,40.846444,-73.939981,Outdoor
133,Recreation Rm,40.846686,-73.940883,Indoor
134,Entire Park,40.7931,-73.9354,Outdoor
135,"Track, Ballfields",40.777,-73.9252,Outdoor
136,Entire Park,40.7221,-73.8466,Outdoor
137,Area near Ballfields,40.6173,-74.1063,Outdoor
138,Gym and Multipurpose Rm,40.846562,-73.94086,Indoor
139,Computer Resource Rm,40.846383,-73.940706,Indoor
140,Park and stadium area,40.824778,-73.942178,Outdoor
141,Library,40.824131,-73.942464,Indoor
142,Dugout,40.824131,-73.942464,Indoor
143,Computer Lab,40.824131,-73.942464,Indoor
144,Gymnasium,40.824131,-73.942464,Indoor
145,Restaurant area,40.589,-74.0667,Outdoor
146,Entire Park,40.7148,-74.0028,Outdoor
147,Around the Field House,40.7265,-73.9817,Outdoor
148,Queens Zoo in Flushing Meadows Corona Park,40.7432,-73.8443,Outdoor
8330,610 MELROSE AVE,40.81738,-73.917078,Outdoor Kiosk
8331,624 MELROSE AVE,40.818017,-73.916791,Outdoor Kiosk
8332,871 BROOK AVENUE,40.822519,-73.91069,Outdoor Kiosk
8333,844 ST ANNS AVENUE,40.822338,-73.909427,Outdoor Kiosk
8334,289 MORRIS AVENUE,40.812079,-73.92659,Outdoor Kiosk
8335,301 MORRIS AVENUE,40.812557,-73.926244,Outdoor Kiosk
8336,66 SMITH STREET,40.689408,-73.988729,Outdoor Kiosk
8337,71 WYCKOFF STREET,40.686177,-73.991014,Outdoor Kiosk
8338,333 BALTIC STREET,40.684799,-73.991581,Outdoor Kiosk
8339,220 SMITH STREET,40.684304,-73.992184,Outdoor Kiosk
8340,244 SMITH STREET,40.683436,-73.992773,Outdoor Kiosk
174,Admin Office,40.824131,-73.942464,Indoor
175,Maintenance,40.824131,-73.942464,Indoor
176,Juniper Blvd South East,40.718812,-73.88536,Outdoor TWC Aerial
177,Playground,40.720231,-73.877806,Outdoor
178,Comfort Station,40.720598,-73.877337,Outdoor
179,Sitting Area,40.721026,-73.877935,Outdoor
180,Juniper Blvd South West,40.71921,-73.885335,Outdoor TWC Aerial
181,160 Schermerhorn St.,40.689319,-73.987162,Outdoor
182,162 Flatbush Ave. Extension (Pole),40.694693,-73.983849,Outdoor
183,162 Flatbush Ave. Extension (Pole),40.694693,-73.983849,Outdoor
184,196 Flatbush Ave. Extension (Pole),40.693721,-73.983328,Outdoor
185,196 Flatbush Ave. Extension (Pole),40.693721,-73.983328,Outdoor
186,2 Metrotech Center,40.69335,-73.985788,Outdoor
187,2 Metrotech Center,40.69335,-73.985788,Outdoor
188,20 Lafayette Ave.,40.686371,-73.978541,Outdoor
189,20 Lafayette Ave.,40.686371,-73.978541,Outdoor
190,254 Flatbush Ave. Extension (pole),40.692723,-73.983025,Outdoor
191,255 Duffield St.,40.690406,-73.983931,Outdoor
192,255 Duffield St.,40.690406,-73.983931,Outdoor
193,280 Flatbush Ave. Extension (Pole),40.692087,-73.982587,Outdoor
194,280 Flatbush Ave. Extension (Pole),40.692087,-73.982587,Outdoor
195,286 Flatbush Ave. Extension (Pole),40.69189,-73.982488,Outdoor
196,333 Adams St.,40.693625,-73.988519,Outdoor
197,333 Adams St.,40.693636,-73.988347,Outdoor
198,333 Adams St.,40.693636,-73.988347,Outdoor
199,333 Adams St.,40.693636,-73.988347,Outdoor
200,333 Adams St.,40.693636,-73.988347,Outdoor
201,333 Adams St.,40.693636,-73.988347,Outdoor
202,333 Adams St.,40.693636,-73.988347,Outdoor
203,333 Jay St.,40.69401,-73.986706,Outdoor
204,333 Jay St.,40.69401,-73.986706,Outdoor
205,333 Jay St.,40.69401,-73.986706,Outdoor
206,333 Jay St.,40.69401,-73.986706,Outdoor
207,333 Jay St.,40.69401,-73.986706,Outdoor
208,34 Dekalb Ave. (Pole),40.689942,-73.982158,Outdoor
209,34 Dekalb Ave. (Pole),40.689942,-73.982158,Outdoor
210,356 Fulton St.,40.691738,-73.988131,Outdoor
211,356 Fulton St.,40.691738,-73.988131,Outdoor
212,370 Jay St. (Pole),40.693348,-73.987419,Outdoor
213,375 Jay St.,40.692417,-73.987117,Outdoor
214,375 Jay St.,40.692417,-73.987117,Outdoor
215,375 Jay St.,40.692417,-73.987117,Outdoor
216,409 Fulton St.,40.692178,-73.988304,Outdoor
217,409 Fulton St.,40.692023,-73.988433,Outdoor
218,409 Fulton St.,40.691976,-73.988311,Outdoor
219,409 Fulton St.,40.692174,-73.988669,Outdoor
220,409 Fulton St.,40.692178,-73.988304,Outdoor
221,442 Fulton St. (Pole),40.690364,-73.984435,Outdoor
222,442 Fulton St. (Pole),40.690364,-73.984435,Outdoor
223,110 Livingston St.,40.690883,-73.989635,Outdoor
224,110 Livingston St.,40.690883,-73.989635,Outdoor
225,125 Court St.,40.689985,-73.991995,Outdoor
226,125 Court St.,40.689906,-73.991944,Outdoor
8341,280 SMITH STREET,40.68241,-73.993467,Outdoor Kiosk
8342,1133 MANHATTAN AVENUE,40.736913,-73.955453,Outdoor Kiosk
8343,1049 MANHATTAN AVENUE,40.734684,-73.955096,Outdoor Kiosk
8344,984 MANHATTAN AVENUE,40.732735,-73.954581,Outdoor Kiosk
231,125 Court St.,40.689997,-73.992,Outdoor
232,125 Court St.,40.690022,-73.991897,Outdoor
233,125 Flatbush Ave. Extension,40.695578,-73.98397,Outdoor
234,160 Livingston St. (Pole #1),40.689924,-73.988117,Outdoor
235,160 Livingston St. (Pole #1),40.689924,-73.988117,Outdoor
236,160 Livingston St. (Pole #2),40.689319,-73.987162,Outdoor
237,160 Livingston St. (Pole #2),40.690296,-73.987846,Outdoor
238,160 Schermerhorn St.,40.689319,-73.987162,Outdoor
8345,308 Driggs Avenue,40.722328,-73.949671,Outdoor Kiosk
8346,475 MANHATTAN AVENUE,40.720111,-73.947627,Outdoor Kiosk
8347,434 MANHATTAN AVENUE,40.719511,-73.946853,Outdoor Kiosk
8348,256 GRAHAM AVENUE,40.711079,-73.943732,Outdoor Kiosk
247,150 WEST 100 STREET,40.79591999,-73.96784852,Library
248,320 CITY ISLAND AVENUE,40.8476919,-73.78636659,Library
249,1580 ROCKAWAY PARKWAY,40.64220845,-73.89952442,Library
250,2636 EAST 14 STREET,40.58699996,-73.95542836,Library
251,4355 KATONAH AVENUE,40.90043991,-73.867942,Library
252,7 WOLCOTT STREET,40.67525519,-74.01035129,Library
253,725 ST MARKS AVENUE,40.67537085,-73.94856614,Library
254,256-04 UNION TURNPIKE,40.74515052,-73.71483776,Library
255,285 EAST 205 STREET,40.87437981,-73.87838435,Library
256,312 BEACH 54 STREET,40.59314678,-73.78404003,Library
257,1000 ST NICHOLAS AVENUE,40.83451521,-73.93967458,Library
258,2808 GERRITSEN AVENUE,40.59135705,-73.92396467,Library
259,107 NORMAN AVENUE,40.72605066,-73.95069029,Library
260,2085 HONEYWELL AVENUE,40.84467409,-73.88304469,Library
261,321 EAST 140 STREET,40.81159621,-73.92436634,Library
262,204-01 HOLLIS AVENUE,40.70701056,-73.75379667,Library
263,1465 YORK AVENUE,40.77065254,-73.95134169,Library
264,85-41 FOREST PARKWAY,40.69454658,-73.86144646,Library
265,127 EAST 58 STREET,40.76218602,-73.9693817,Library
266,331 EAST 10 STREET,40.72730731,-73.98040767,Library
267,14-01 ASTORIA BOULEVARD,40.77238289,-73.92871881,Library
268,8 THOMAS S BOYLAND STREET,40.68481005,-73.91513242,Library
269,2049 ASCH LOOP NORTH,40.87050192,-73.82865793,Library
270,7430 AMBOY ROAD,40.50953112,-74.24410671,Library
271,503 WEST 145 STREET,40.82567237,-73.94803242,Library
272,280 WEST 231 STREET,40.88032228,-73.90798337,Library
273,94-11 217 STREET,40.71988555,-73.73904382,Library
274,203 WEST 115 STREET,40.80297988,-73.95353074,Library
275,1985 WESTCHESTER AVENUE,40.8337363,-73.85835522,Library
276,72-33 VLEIGH PLACE,40.72591849,-73.82071907,Library
277,112 EAST 96 STREET,40.7859598,-73.95180567,Library
278,742 10 AVENUE,40.76493462,-73.99122082,Library
279,132 CANAL STREET,40.62623761,-74.07784609,Library
280,249-01 NORTHERN BOULEVARD,40.76822543,-73.73822944,Library
281,455 5 AVENUE,40.75189156,-73.98169851,Library
282,75 BENNETT STREET,40.63758562,-74.13110462,Library
283,1197 SUTTER AVENUE,40.67270609,-73.87403349,Library
284,10-43 41 AVENUE,40.7552002,-73.94422389,Library
285,360 IRVING AVENUE,40.69748225,-73.91221062,Library
286,21-25 ROBIN ROAD,40.59581815,-74.06298047,Library
287,2525 CONEY ISLAND AVENUE,40.59523686,-73.96059937,Library
288,6802 FT HAMILTON PARKWAY,40.6292121,-74.01186967,Library
289,25-01 JACKSON AVENUE,40.74706242,-73.94424368,Library
290,2035 NOSTRAND AVENUE,40.63574128,-73.94762003,Library
291,121-23 14 AVENUE,40.78624914,-73.84601328,Library
292,108-19 71 AVENUE,40.72214695,-73.843015,Library
293,5 CENTRAL AVENUE,40.64178537,-74.07664577,Library
294,3060 MIDDLETOWN ROAD,40.84429267,-73.82788991,Library
295,3874 SEDGWICK AVENUE,40.88275976,-73.89392241,Library
296,910 MORRIS AVENUE,40.82659193,-73.91758265,Library
297,155-06 ROOSEVELT AVENUE,40.76375032,-73.80983348,Library
298,790 BUSHWICK AVENUE,40.6948167,-73.92839867,Library
299,3650 NOSTRAND AVENUE,40.59486152,-73.94112492,Library
300,144-20 243 STREET,40.65996362,-73.73991101,Library
301,665 NEW LOTS AVENUE,40.66515937,-73.88607054,Library
302,610 EAST 169 STREET,40.83126372,-73.90178898,Library
303,98-30 57 AVENUE,40.73743414,-73.86165593,Library
304,1743 86 STREET,40.60800935,-74.00337655,Library
305,660 SOUNDVIEW AVENUE,40.81870935,-73.86288996,Library
306,2147 BARNES AVENUE,40.85487778,-73.86414358,Library
307,1000 UTICA AVENUE,40.64863671,-73.93037392,Library
308,35-51 81 STREET,40.75019609,-73.88506932,Library
309,209 WEST 23 STREET,40.74451005,-73.99595972,Library
310,91-41 63 DRIVE,40.72731656,-73.86450283,Library
311,8202 13 AVENUE,40.61630814,-74.01198852,Library
312,396 CLINTON STREET,40.68321352,-73.99801906,Library
313,25-55 FRANCIS LEWIS BOULEVARD,40.77375211,-73.79634319,Library
314,100-01 NORTHERN BOULEVARD,40.7577119,-73.8682003,Library
315,151-10 14 ROAD,40.78853144,-73.81071656,Library
316,12143 FLATLANDS AVENUE,40.65326407,-73.88590905,Library
317,85-12 MAIN STREET,40.71003456,-73.81945312,Library
318,1866 WASHINGTON AVENUE,40.84604232,-73.89834026,Library
319,135 SECOND AVENUE,40.7289209,-73.98778373,Library
320,535 WEST 179 STREET,40.84787004,-73.93386591,Library
321,160 EAST 5 STREET,40.64871697,-73.97675728,Library
322,93 ST EDWARDS STREET,40.6944897,-73.97773263,Library
323,975 EAST 16 STREET,40.62589331,-73.96031449,Library
324,40 LINCOLN CENTER PLAZA,40.77350699,-73.98454685,Library
325,203 ARLINGTON AVENUE,40.68068711,-73.88723951,Library
326,220-20 LINDEN BOULEVARD,40.69477729,-73.73964257,Library
327,303 AVENUE X,40.59054439,-73.97180845,Library
328,29-42 UNION STREET,40.77112552,-73.82691581,Library
329,41-17 MAIN STREET,40.75777407,-73.82888469,Library
330,79-50 BELL BOULEVARD,40.73448626,-73.75568167,Library
331,560 LEXINGTON AVENUE,40.75685718,-73.97263247,Library
332,158-21 JEWEL AVENUE,40.73303424,-73.80987988,Library
333,650 WEST 235 STREET,40.88627338,-73.91467001,Library
334,134-26 225 STREET,40.67695273,-73.74567356,Library
335,617 DEKALB AVENUE,40.69162309,-73.9512835,Library
336,193-20 HORACE HARDING EXPRESSWAY,40.74154357,-73.78227405,Library
337,16 BRIGHTON 1 ROAD,40.57610775,-73.96677488,Library
338,196-36 NORTHERN BOULEVARD,40.75754568,-73.78430296,Library
339,1255 EAST 233 STREET,40.8888949,-73.84083713,Library
340,7223 RIDGE BOULEVARD,40.63362571,-74.02953835,Library
341,280 CADMAN PLAZA WEST,40.69568256,-73.99134799,Library
342,444 AMSTERDAM AVENUE,40.78483464,-73.97745212,Library
343,21-45 31 STREET,40.77681701,-73.90941702,Library
344,38-23 104 STREET,40.75089408,-73.86197684,Library
345,2521 GLEBE AVENUE,40.84110509,-73.84662166,Library
346,4790 BROADWAY,40.86572954,-73.92585331,Library
347,1265 43 STREET,40.63888517,-73.98900778,Library
348,43-06 GREENPOINT AVENUE,40.74080878,-73.92166916,Library
349,69-70 GRAND AVENUE,40.72699537,-73.89310456,Library
350,518 WEST 125 STREET,40.81377343,-73.95706391,Library
351,127 AMSTERDAM AVENUE,40.77420291,-73.98445465,Library
352,104 WEST 136 STREET,40.81482041,-73.94119767,Library
353,95-06 ASTORIA BOULEVARD,40.76242213,-73.87386663,Library
354,250-06 HILLSIDE AVENUE,40.73515699,-73.71709897,Library
355,61 GLENMORE AVENUE,40.67152666,-73.90860343,Library
356,560 NEW YORK AVENUE,40.66118931,-73.9481023,Library
357,1044 EASTERN PARKWAY,40.66848651,-73.93365085,Library
358,18-36 BELL BOULEVARD,40.7825312,-73.77700881,Library
359,328 EAST 67 STREET,40.76491501,-73.95954995,Library
360,222 EAST 79 STREET,40.77360582,-73.95640407,Library
361,92-25 ROCKAWAY BEACH BOULEVARD,40.58583941,-73.81606162,Library
362,830 HUGUENOT AVENUE,40.5340583,-74.19323686,Library
363,2602 BATH AVENUE,40.59265313,-73.9886821,Library
364,202-05 HILLSIDE AVENUE,40.72016843,-73.76230411,Library
365,2065 FLATBUSH AVENUE,40.6197682,-73.93321326,Library
366,410 DITMAS AVENUE,40.63569422,-73.97459471,Library
367,2550 VICTORY BOULEVARD,40.6095775,-74.14850245,Library
368,57-04 MARATHON PARKWAY,40.75924513,-73.73182668,Library
369,117-11 SUTPHIN BOULEVARD,40.68031131,-73.79167861,Library
370,78-60 73 PLACE,40.70257666,-73.87579711,Library
371,240 DIVISION AVENUE,40.70693042,-73.95755461,Library
372,2115 OCEAN AVENUE,40.61025667,-73.95310585,Library
373,103-34 LEFFERTS BOULEVARD,40.68690729,-73.8248297,Library
374,431 6 AVENUE,40.66821669,-73.98342743,Library
375,1215 MORRISON AVENUE,40.82999288,-73.8750206,Library
376,35-32 21 STREET,40.76064312,-73.93647199,Library
377,54-22 SKILLMAN AVENUE,40.74534171,-73.90979374,Library
378,187-05 UNION TURNPIKE,40.72925295,-73.78190892,Library
379,340 BUSHWICK AVENUE,40.70455906,-73.93961842,Library
380,761 EAST 160 STREET,40.82064156,-73.90462886,Library
381,92-06 156 AVENUE,40.66380446,-73.84179686,Library
382,188 MADISON AVENUE,40.7481247,-73.9830631,Library
383,524 MAIN STREET,40.76125337,-73.95016589,Library
384,947 CASTLE HILL AVENUE,40.82660923,-73.85018146,Library
385,3025 CROSS BRONX EXPRESSWAY,40.82290357,-73.81909364,Library
386,169-09 137 AVENUE,40.6728752,-73.77059022,Library
387,20-12 MADISON STREET,40.70517231,-73.90257238,Library
388,1637 CENTRAL AVENUE,40.60477211,-73.75209189,Library
389,81 DEVOE STREET,40.71364489,-73.94793571,Library
390,108-41 GUY R BREWER BOULEVARD,40.69554015,-73.79022739,Library
391,5902 23 AVENUE,40.61591608,-73.97604049,Library
392,9424 FOURTH AVENUE,40.61637311,-74.03136941,Library
393,16-26 CROSS BAY BOULEVARD,40.60073211,-73.82005266,Library
394,200 CLARKE AVENUE,40.56653015,-74.13853388,Library
395,5 AVENUE & 42 STREET,40.75318405,-73.9821581,Library
396,66 LEROY STREET,40.72998291,-74.00533101,Library
397,128-16 ROCKAWAY BOULEVARD,40.67477693,-73.80926182,Library
398,98-27 METROPOLITAN AVENUE,40.71118563,-73.85367278,Library
399,425 AVENUE OF AMERICAS,40.73460553,-73.99916928,Library
400,92-24 ROCKAWAY BOULEVARD,40.68086185,-73.84648873,Library
401,581 MOTHER GASTON BOULEVARD,40.66445379,-73.90522231,Library
402,1305 CORTELYOU ROAD,40.64080355,-73.96596508,Library
403,118-14 HILLSIDE AVENUE,40.70076527,-73.83162542,Library
404,228 EAST 23 STREET,40.73808712,-73.98204889,Library
405,192 EAST BROADWAY,40.71445646,-73.98853727,Library
406,361 LEWIS AVENUE,40.6830049,-73.93480547,Library
407,515 MALCOLM X BOULEVARD,40.81468863,-73.94095299,Library
408,155 EAST 173 STREET,40.84400191,-73.91008714,Library
409,850 EAST 59 STREET,40.63263699,-73.91998488,Library
410,1385 EAST GUNHILL ROAD,40.8701397,-73.84506428,Library
411,309 NEW DORP LANE,40.57193185,-74.11195815,Library
412,4100 LOWERRE PLACE,40.89108507,-73.85958124,Library
413,2385 RALPH AVENUE,40.61986842,-73.91702121,Library
414,976 CASTLETON AVENUE,40.63450894,-74.11482187,Library
415,446 THIRD AVENUE,40.74382263,-73.97990765,Library
416,40 WEST 20 STREET,40.74046546,-73.99335691,Library
417,118 EAMES PLACE,40.86903939,-73.90119379,Library
418,40-20 BROADWAY,40.75852927,-73.91862332,Library
419,91-14 MERRICK BOULEVARD,40.70596209,-73.79440753,Library
420,56 GIFFORDS LANE,40.55242326,-74.15111164,Library
421,9 MURRAY STREET,40.71360652,-74.00786167,Library
422,415 EAST HOUSTON STREET,40.71939728,-73.9796056,Library
423,877 SOUTHERN BOULEVARD,40.8186874,-73.89413564,Library
424,2740 BARNES AVENUE,40.86680443,-73.86322248,Library
425,214-20 NORTHERN BOULEVARD,40.76012558,-73.76836198,Library
426,116-15 ROCKAWAY BEACH BOULEVARD,40.57939087,-73.8377356,Library
427,1901 MERMAID AVENUE,40.57663778,-73.98606199,Library
428,2650 ADAM CLAYTON POWELL JR BOULEVARD,40.82656708,-73.93593959,Library
429,37-44 21 STREET,40.75780343,-73.9393093,Library
430,310 East Kingsbridge Road,40.86298061,-73.89450289,Library
431,985 MORRIS PARK AVENUE,40.84802911,-73.85695785,Library
432,10 Jersey Street,40.72409636,-73.99569899,Library
433,135 EAST 46 STREET,40.75406788,-73.97356772,Library
434,"1-17 Gouverneur Lane, New York, NY 10005, USA",40.7041016,-74.0076981,Outdoor
435,"42 South Street, New York, NY 10005, USA",40.7036018,-74.0074997,Outdoor
436,"29-43 Old Slip, New York, NY 10004, USA",40.7033997,-74.0084,Outdoor
437,"13 Hanover Square, New York, NY 10004, USA",40.7041016,-74.009201,Outdoor
438,"55 Water Street, New York, NY 10041, USA",40.7033005,-74.0093002,Outdoor
439,"55 Water Street, New York, NY 10041, USA",40.7028999,-74.0095978,Outdoor
440,"55 Water Street, New York, NY 10041, USA",40.7028008,-74.0094986,Outdoor
441,"23-39 Water Street, New York, NY 10004, USA",40.7030983,-74.0106964,Outdoor
442,"77 Whitehall Street, New York, NY 10004, USA",40.702301,-74.0126038,Outdoor
443,"83-85 Whitehall Street, New York, NY 10004, USA",40.7019005,-74.0124969,Outdoor
444,"Downtown Manhattan Heliport, 6 East River Piers, New York, USA",40.7015991,-74.0093002,Outdoor
445,"11-27 Canyon of Heroes, New York, NY 10004, USA",40.705101,-74.0139999,Outdoor
446,"10-30 Broadway, New York, NY 10004, USA",40.705101,-74.0139008,Outdoor
447,"2-8 Coenties Alley, New York, NY 10004, USA",40.7041016,-74.0105972,Outdoor
448,"79 Pearl Street, New York, NY 10004, USA",40.7038994,-74.0103989,Outdoor
449,"95 Pearl Street, New York, NY 10004, USA",40.7043991,-74.0101013,Outdoor
450,"54 Stone Street, New York, NY 10004, USA",40.7042999,-74.0102005,Outdoor
451,"74 Broadway, New York, NY 10006, USA",40.707901,-74.0121994,Outdoor
452,"111 Greenwich Street, New York, NY 10006, USA",40.7086983,-74.0130997,Outdoor
453,"250 Greenwich Street, New York, NY 10007, USA",40.7130013,-74.0118027,Outdoor
454,"250 Greenwich Street, New York, NY 10007, USA",40.7132988,-74.0118027,Outdoor
455,"75 Broadway, New York, NY 10006, USA",40.7081985,-74.0121002,Outdoor
456,"75 Broadway, New York, NY 10006, USA",40.7080994,-74.0119019,Outdoor
457,"74 Broadway, New York, NY 10006, USA",40.7080002,-74.0118027,Outdoor
458,Stonehenge building main lobby,40.618237,-74.107213,Indoor
459,North Hallway Outside the Office,40.618237,-74.107213,Indoor
460,South Hallway Outside the Office,40.618237,-74.107213,Indoor
461,Open Seating,40.677193,-74.008723,Outdoor
462,3e 118th st_HCZ,40.801846,-73.945137,Outdoor
463,35E125 unit 2,40.805974,-73.941244,Outdoor
464,35E125 unit 1,40.805971,-73.940566,Outdoor
465,2491 Frederick Douglas Blvd._HCZ,40.815347,-73.947576,Outdoor
466,245W129th,40.811568,-73.946537,Outdoor
467,23 West 124th Street_HCZ,40.806297,-73.943912,Outdoor
468,2374 Frederick Douglas blvd,40.811684,-73.950042,Outdoor
469,2321ACP,40.815936,-73.942971,Outdoor
470,2201 5th Ave_NYCHA,40.812181,-73.937834,Outdoor
471,2117 Frederick Douglas Blvd._TALH,40.80349,-73.956094,Outdoor
472,211 129Th Street_HCZ,40.812186,-73.947955,Outdoor
473,210 west 131st (new),40.812598,-73.946296,Outdoor
474,207 Lenox South,40.805058,-73.947815,Outdoor
475,207 Lenox North,40.805228,-73.947675,Outdoor
476,203 West 117 St. St. Nicholas Side _NYCHA,40.804279,-73.952533,Outdoor
477,2037 7Th Avenue_HCZ,40.806858,-73.949726,Outdoor
478,1851 Adam Clayton Powell Jr Blvd_THAL,40.801137,-73.953778,Outdoor
479,182 St. Nicholas Street_NYCHA,40.806016,-73.9524,Outdoor
480,17 East 124th Street_NYCHA R,40.805429,-73.942537,Outdoor
481,1780 Madison Ave_NYCHA,40.800479,-73.944696,Outdoor
482,1735 Madison Ave_NYCHA,40.798728,-73.945598,Outdoor
483,1330 5th Avenue_TAHL,40.797893,-73.948786,Outdoor
484,124w114,40.801527,-73.952822,Outdoor
485,pole 29 - 113SS2EACB,40.805393,-73.953661,Outdoor
486,pole 33: 8avSEC113,40.802337,-73.956706,Outdoor
